site,plot,common.name,scientific.name,family,assessment.method,season,recapture,lifestyle,date
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,1/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,1/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,1/5/2022
Duval,DryA,Weasel Skink,Saproscincus mustelinus,Scincidae,funnel,fall.2022,,terrestrial,1/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,1/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,1/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,1/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,1/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,1/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,1/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,2/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,2/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,2/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,2/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,2/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,2/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,2/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,funnel,fall.2022,,terrestrial,3/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,DryA,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,4/5/2022
Duval,WetA,Delicate Skink,Lampropholis delicata,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Duval,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,pitfall,fall.2022,,terrestrial,4/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,9/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,9/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,9/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,9/5/2022
Undara,DryA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,9/5/2022
Undara,DryA,Rough Knob-tailed Gecko,Nephrurus asper,Carphodactylidae,spotlighting,fall.2022,,terrestrial,10/5/2022
Undara,DryA,Northern Spotted Velvet Gecko,Oedura coggeri,Diplodactylidae,spotlighting,fall.2022,,arboreal,10/5/2022
Undara,DryB,Tommy Roundhead,Diporiphora australis,Agamidae,incidentals,fall.2022,,terrestrial,9/5/2022
Undara,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,fall.2022,,arboreal,10/5/2022
Undara,WetA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,fall.2022,,terrestrial,9/5/2022
Undara,WetA,Litte Zebra Ctenotus,Ctenotus zebrilla,Scincidae,funnel,fall.2022,,terrestrial,9/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,9/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,9/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,10/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,9/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,10/5/2022
Undara,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,fall.2022,,terrestrial,10/5/2022
Tarcutta,WetA,Ragged Snake-eye Skink,Cryptoblepharus pannosus,Scincidae,pitfall,fall.2022,,arboreal,10/5/2022
Tarcutta,WetA,Eastern Stone Gecko,Diplodactylus vittatus,Diplodactylidae,funnel,fall.2022,,arboreal,10/5/2022
Tarcutta,WetB,Garden Skink,Lampropholis guichenoti,Scincidae,funnel,fall.2022,,terrestrial,10/5/2022
Undara,DryA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,pitfall,fall.2022,,terrestrial,10/5/2022
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,11/5/2022
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,11/5/2022
Undara,DryB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,fall.2022,,terrestrial,10/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,10/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,10/5/2022
Undara,WetA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,incidentals,fall.2022,,terrestrial,10/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,10/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,11/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,11/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,11/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,10/5/2022
Tarcutta,WetA,Dwyer's Snake,Suta dwyeri,Elapidae,funnel,fall.2022,,terrestrial,11/5/2022
Tarcutta,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,incidentals,fall.2022,,terrestrial,11/5/2022
Tarcutta,WetA,Garden Skink,Lampropholis guichenoti,Scincidae,incidentals,fall.2022,,terrestrial,11/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,11/5/2022
Undara,DryA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,11/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,11/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,11/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,y,arboreal,11/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,y,arboreal,11/5/2022
Undara,DryA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,12/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,12/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,12/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,DryB,Tussock Rainbow-skink,Carlia vivax,Scincidae,funnel,fall.2022,,terrestrial,12/5/2022
Undara,WetA,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,cover board,fall.2022,,arboreal,12/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,y,arboreal,12/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,12/5/2022
Undara,WetA,Ragged Snake-eye Skink,Cryptoblepharus pannosus,Scincidae,pitfall,fall.2022,,arboreal,12/5/2022
Undara,WetA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,pitfall,fall.2022,,terrestrial,12/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,fall.2022,,terrestrial,12/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/5/2022
Undara,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Outcrop Rock Skink,Liburnascincus mundivensis,Scincidae,incidentals,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Coppery Skink,Proablepharus tenuis,Scincidae,pitfall,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,fall.2022,,terrestrial,14/5/2022
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,14/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,DryA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,13/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,13/5/2022
Undara,DryB,Outcrop Rock Skink,Liburnascincus mundivensis,Scincidae,pitfall,fall.2022,,terrestrial,13/5/2022
Undara,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,DryB,Northern Spotted Velvet Gecko,Oedura coggeri,Diplodactylidae,spotlighting,fall.2022,,arboreal,14/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,y,arboreal,13/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,y,terrestrial,13/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,14/5/2022
Undara,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,WetB,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,fall.2022,,terrestrial,13/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,14/5/2022
Undara,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,fall.2022,,terrestrial,14/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,14/5/2022
Tarcutta,WetA,Eastern Stone Gecko,Diplodactylus vittatus,Diplodactylidae,incidentals,fall.2022,,arboreal,14/5/2022
Undara,DryA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,pitfall,fall.2022,,terrestrial,14/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,y,terrestrial,14/5/2022
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,y,terrestrial,14/5/2022
Undara,DryA,Northern Spotted Velvet Gecko,Oedura coggeri,Diplodactylidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,DryA,Northern Spotted Velvet Gecko,Oedura coggeri,Diplodactylidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,y,arboreal,14/5/2022
Undara,DryB,Northern Brown Snake,Pseudonaja nuchalis,Elapidae,funnel,fall.2022,,terrestrial,14/5/2022
Undara,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,14/5/2022
Undara,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,fall.2022,,terrestrial,14/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetA,Litte Zebra Ctenotus,Ctenotus zebrilla,Scincidae,funnel,fall.2022,,terrestrial,14/5/2022
Undara,WetA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,pitfall,fall.2022,y,terrestrial,14/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/5/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,14/5/2022
Undara,DryA,Tommy Roundhead,Diporiphora australis,Agamidae,incidentals,fall.2022,,terrestrial,15/5/2022
Undara,DryA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,cover board,fall.2022,,terrestrial,15/5/2022
Undara,DryA,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,pitfall,fall.2022,,terrestrial,15/5/2022
Undara,DryA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,pitfall,fall.2022,,terrestrial,15/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,15/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,15/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,y,arboreal,15/5/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,15/5/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,15/5/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,15/5/2022
Undara,WetB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,fall.2022,,arboreal,15/5/2022
Wambiana,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,13/6/2022
Wambiana,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,14/6/2022
Wambiana,DryB,Common Dwarf Skink,Menetia greyii,Scincidae,pitfall,fall.2022,,terrestrial,13/6/2022
Wambiana,DryB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,pitfall,fall.2022,,terrestrial,13/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,13/6/2022
Wambiana,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,13/6/2022
Wambiana,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,13/6/2022
Wambiana,WetB,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,13/6/2022
Wambiana,WetB,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,13/6/2022
Wambiana,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,fall.2022,,terrestrial,13/6/2022
Wambiana,WetB,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,pitfall,fall.2022,,terrestrial,13/6/2022
Wambiana,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,14/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,14/6/2022
Wambiana,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,y,arboreal,14/6/2022
Wambiana,WetA,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,funnel,fall.2022,,terrestrial,14/6/2022
Wambiana,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,14/6/2022
Wambiana,WetB,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,14/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,15/6/2022
Wambiana,DryA,Common Dwarf Skink,Menetia greyii,Scincidae,pitfall,fall.2022,,terrestrial,15/6/2022
Wambiana,DryA,Common Dwarf Skink,Menetia greyii,Scincidae,pitfall,fall.2022,,terrestrial,15/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,DryB,Eastern Spiny-tailed Gecko,Strophurus williamsi,Diplodactylidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,,arboreal,15/6/2022
Wambiana,WetA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,incidentals,fall.2022,,terrestrial,15/6/2022
Wambiana,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,fall.2022,,terrestrial,15/6/2022
Wambiana,WetB,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,cover board,fall.2022,y,arboreal,15/6/2022
Wambiana,WetB,Adams' Snake-eye Skink,Cryptoblepharus adamsi,Scincidae,pitfall,fall.2022,,arboreal,15/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
Wambiana,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,fall.2022,,terrestrial,16/6/2022
Wambiana,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,fall.2022,,arboreal,16/6/2022
